Booking_ID,Hotel_ID,Country,Brand_Tier,Star_Rating,Room_Type,Nights_Stayed,Booking_Channel,Meals_Included,Payment_Type,Customer_Age,Lead_Time_Days,Checkin_Date,Checkin_Month,Is_Weekend,Is_Public_Holiday,Occupancy_Rate_Property,Competitor_Avg_Rate_RM,Distance_To_Center_KM,Review_Score,Promo_Applied,Events_Index_City,ADR_RM,Total_Spend_RM,Extra_Spend_Unscaled,Satisfaction_Rating
3172,H008,USA,ECONOMY,2,Double,1,Online,Yes,Card,59.0,0,2025-02-04,2,0,0,0.732,102.85,5.9,6.28,1,50.2,114.79,232.16,86263,5
276,H051,Thailand,midscale,4,Single,3,Online,No,Card,18.0,35,2022-04-25,4,0,0,0.569,301.66,6.74,9.24,0,65.8,291.63,919.96,5634,5
1662,H075,philippines,upscale,3,Double,4,Corporate,yes,Card,25.0,0,2023-07-02,7,1,0,0.77,391.26,7.41,9.24,0,66.1,383.43,1647.98,3207,5
1694,H004,USA,economy,3,Single,1,Online,No,Card,44.0,22,2023-04-10,4,0,0,0.8,169.73,6.02,8.21,0,45.5,171.11,290.46,8804,4
806,H059,Malaysia,midscale,3,Single,2,Travel Agent,Yes,Card,48.0,16,2022-12-15,12,0,0,0.67,228.99,2.11,8.54,0,59.5,245.0,537.1,8490,3
5656,H056,UK, midscale ,3,suite,3,CORPORATE,No,Card,34.0,15,2025-02-16,2,1,0,0.69,371.24,4.69,9.1,0,54.0,381.13,1235.42,76694,4
3086,H069,usa,midscale,3,Single,1,Online,Yes,Online,40.0,41,2024-10-02,10,0,1,0.788,200.6,2.45,7.6,0,55.0,214.11,278.24,15654,4
1123,H050,Indonesia,luxury,5,Double,4,Corporate,Yes,Online,46.0,21,2022-05-21,5,1,0,0.652,830.0,6.32,9.53,0,60.0,917.66,3772.55,51674,5
1730,H042, India ,UPSCALE,3,Single,2,Online,Yes,Card,42.0,26,2024-02-29,2,0,0,0.66,240.11,3.88,,0,56.3,268.85,625.12,34667,3
5649,H011,Malaysia,upscale,4,Single,3,walk-in,Yes,Card,38.0,28,2024-06-28,6,0,0,0.69,449.43,2.74,9.39,0,66.5,424.5,1315.38,27232,4
1134,H066,Thailand,Midscale,3,Suite,2, Walk-in ,no,CARD,34.0,36,2024-06-10,6,0,0,0.836,360.02,3.48,6.88,0,73.6,356.39,733.31,76448,4
5127,H034,Indonesia,economy,1,double,4,Walk-in,YES,Online,43.0,54,2023-04-25,4,0,0,0.762,74.28,6.2,5.6,0,51.5,81.01,403.12,38165,5
3119,H041,Indonesia,upscale,4,Double,4,Online,No,Online,22.0,35,2022-10-20,10,0,0,0.806,806.96,3.2,7.78,0,59.3,238.81,1936.08,82376,4
5532,H013,Philippines,economy,2,Single,1,online,No,Online,32.0,0,2024-07-12,7,0,0,0.773,129.88,4.24,6.94,0,50.6,117.37,145.84,9591,3
947,H068,Vietnam,upscale,4,Double,2,Travel Agent,Yes,Online,34.0,34,2025-06-15,6,1,0,0.824,479.17,3.99,9.24,0,75.3,568.61,1250.26,47473,5
5066,H028,Germany,midscale,3,Double,2,Online,Yes,Card,28.0,32,2024-08-20,8,0,1,0.748,279.03,2.24,8.58,0,67.8,276.39,647.45,96735,5
1295,H012, Thailand ,midscale,3,Suite,3,Online,Yes,Card,35.0,64,2024-09-11,9,0,0,0.596,236.68,5.2,8.02,0,59.7,292.0,904.67,68264,3
3571,H076,Vietnam,economy,1,Single,3,Online,No,card,47.0,80,2024-02-14,2,0,0,0.547,78.63,5.75,5.95,0,61.7,70.0,237.66,112845,4
2358,H045,Germany,economy,3,Double,1,Online,Yes, Online ,36.0,40,2023-05-29,5,0,0,0.772,,2.93,9.8,0,76.3,212.41,305.14,22301,4
2516,H018, Malaysia ,midscale,3,Double,1,Online,Yes, Online ,31.0,33,2024-07-04,7,0,0,0.73,265.15,3.68,7.74,1,79.5,301.67,331.24,15203,4
3136,H036,USA,economy,2,Double,1,Online,YES,Card,45.0,0,2022-12-17,12,1,1,0.895,170.66,2.2,6.68,0,60.3,160.99,240.26,117382,5
1692,H008,USA,economy,2,Single,3,Online,Yes,Card,50.0,9,2025-07-11,7,0,1,0.712,111.97,5.9,8.06,0,49.6,131.97,473.39,89136,4
753,H034,Indonesia,economy,1,Single,3,Travel Agent,Yes,Online,64.0,36,2024-03-24,3,1,0,0.559,83.59,6.2,7.81,0,44.2,78.51,336.81,104156,4
5232,H016,UK,economy,1,Single,3,Online,No,Card,,18,2022-12-06,12,0,0,0.927,70.0,55.20097726343576,7.53,0,51.2,73.24,243.52,47917,5
4258,H074,MALAYSIA,economy,1,Single,1,Online,Yes,Cash,34.0,61,2025-06-25,6,0,0,0.673,76.16,5.85,7.19,1,39.3,70.0,159.77,101608,5
4840,H044,Germany,midscale,3,Double,1,Online,No,CARD,47.0,0,2023-05-28,5,1,1,0.77,254.12,6.08,9.78,0,32.6,266.26,350.46,38752,3
1974,H050,Indonesia,luxury,5,Single,1,Corporate,Yes,Card,43.0,0,2022-09-23,9,0,1,0.732,813.96,6.32,9.8,0,44.0,771.4,843.05,88115,4
6128,H026,Singapore,upscale,4,double,3,Walk-in,Yes,Card,18.0,0,2022-02-24,2,0,0,0.719,482.78,0.83,9.8,0,49.6,446.06,1382.88,115929,5
3302,H017,Philippines,midscale,3, Single ,2,Travel Agent,Yes, Cash ,34.0,25,2023-01-26,1,0,0,0.701,234.01,1.96,8.5,0,52.7,211.27,505.41,20942,4
6134,H004,USA,economy,3,Single,4,Travel Agent,Yes,Card,29.0,63,2025-07-05,7,1,0,0.881,175.1,6.02,9.4,0,52.9,199.24,814.27,28399,4
3191,H062,Philippines,economy,2,Single,1,Walk-in,Yes,Online,25.0,48,2022-09-23,9,0,0,0.712,98.56,0.65,8.42,0,54.4,105.4,208.04,75415,5
497,H009,USA,midscale,3,Double,1,Online, yes ,Card,48.0,0,2025-09-05,9,0,0,0.759,216.42,3.14,8.58,0,34.6,238.77,284.99,50381,5
3383,H030,Philippines,economy,3,Single,4,ONLINE,No,card,46.0,50,2025-01-05,1,1,0,0.69,185.27,5.78,8.55,1,42.1,161.14,716.68,17978,4
744,H064,Malaysia,LUXURY,5,Double,3, Travel Agent ,Yes,Card,42.0,45,2025-01-25,1,1,0,0.767,799.31,3.13,9.8,0,39.0,931.35,2878.53,105554,5
4979,H020,UK,economy,2,Double,1,WALK-IN,No,Online,27.0,39,2022-08-15,8,0,0,0.638,147.4,4.78,7.11,0,89.1,149.85,177.54,1398,5
2450,H042,India,Upscale,3,DOUBLE,2,Travel Agent,Yes,Card,41.0,27,2023-03-15,3,0,0,0.583,244.88,3.88,7.35,0,37.1,251.77,583.53,25326,5
438,H008,USA,economy,2, Double ,3,TRAVEL AGENT, Yes ,Card,24.0,66,2022-07-21,7,0,0,0.764,119.48,5.9,7.27,0,67.2,135.44,508.5,102439,4
1433,H047,USA, midscale ,3,Double,2,Online, Yes ,Card,42.0,32,2022-07-22,7,0,0,0.737,245.03,3.58,9.62,0,61.9,288.25,649.88,46901,3
839,H065,,luxury,4,Double,3, Online ,Yes,Card,35.0,74,2025-01-12,1,1,0,0.779,538.61,4.96,7.94,0,55.0,581.97,1830.21,26923,4
6041,H080,USA,upscale,3,Single,3,corporate,YES,Card,21.0,19,2025-03-01,3,1,0,0.741,306.61,3.68,8.83,0,57.3,278.69,868.56,55093,4
527,H072,USA,upscale,4,Single,2,Travel Agent,Yes,Card,29.0,10,2025-01-12,1,1,0,0.711,472.26,6.78,9.72,0,49.5,406.62,853.69,90588,4
3395,H030,Philippines,economy,3,Single,3,Online,Yes,Card,45.0,52,2025-04-20,4,1,1,0.785,190.86,5.78,7.9,0,52.9,177.46,578.42,109349,5
2563,H013,Philippines,economy,2,Double,3,Online,Yes,CARD,39.0,0,2023-12-01,12,0,0,0.753,130.81,4.24,7.39,0,92.0,164.67,551.63,40296,5
3415,H001,SINGAPORE,Economy,2,Single,2,Walk-in,No, Online ,40.0,38,2025-07-04,7,0,0,0.849,116.52,1.78,7.18,0,84.3,117.2,282.2,57859,4
6110,H064, Malaysia ,luxury,5,suite,5,Travel Agent, No ,Card,,57,2025-09-30,9,0,0,0.726,1059.41,3.13,9.8,0,63.1,1113.06,5644.46,98771,3
3861,H073,India,economy,1,SINGLE,6,Online,Yes,Card,46.0,68,2024-08-02,8,0,0,0.664,90.25,3.01,7.13,0,68.6,84.31,615.28,117925,4
4181,H037,Philippines,upscale,5,Single,1,Walk-in,No,Online,52.0,11,2024-11-29,11,0,0,0.651,616.22,1.92,9.5,0,52.8,592.48,642.11,33311,5
4058,H020,UK,economy,2,Double,2,Travel Agent, No ,Card,24.0,53,2025-02-19,2,0,0,0.892,130.27,4.78,6.71,0,52.1,130.19,305.78,53939,5
4245,H078,Singapore,Economy,1,Single,4,Corporate,Yes,Online,20.0,21,2024-08-17,8,1,0,,83.56,1.55,7.77,0,63.6,91.91,435.96,36224,5
1586,H079,Germany,upscale,4,Suite,2,Corporate,Yes,Card,,8,2024-03-02,3,1,0,0.674,552.4,5.24,8.53,0,40.1,572.64,1207.86,32507,4
6396,H032,Singapore,midscale,3,Single,3,Travel Agent,Yes,Card,39.0,50,2025-04-22,4,0,0,0.51,215.63,2.75,8.19,0,48.1,199.4,658.12,4604,3
5081,H064,Malaysia,luxury,5,Double,2,Corporate,No,Card,52.0,0,2024-07-04,7,0,0,0.764,922.44,3.13,9.03,0,48.2,797.38,1665.59,112111,4
1241,H010,germany, midscale ,3,Single,3,Corporate,Yes,card,35.0,9,2022-05-20,5,0,0,0.895,232.44,2.52,8.28,0,72.6,208.44,680.81,112919,4
1937,H048,India, midscale ,3,Single,1,Online,No,Card,41.0,5,2023-07-18,7,0,0,0.752,255.61,3.15,9.0,0,74.8,250.87,370.31,107263,3
730,H063,UK,economy,2,Suite,3,Online,Yes,Card,66.0,18,2022-04-16,4,1,0,,172.9,4.2,7.63,0,50.9,201.06,707.29,45865,4
4148,H024,Singapore,economy,3, Single ,2,Online,Yes,CARD,39.0,23,2023-04-23,4,1,0,0.835,152.12,5.76,7.82,0,46.3,167.4,404.54,27097,3
2372,H026,SINGAPORE,Upscale,4,Single,3,Walk-in,Yes,Card,22.0,12,2023-03-28,3,0,0,0.743,319.06,0.83,8.06,0,44.7,384.13,1169.92,70131,4
6099,H070,Thailand,midscale,4,Suite,1,Online,YES,Cash,45.0,20,2022-06-28,6,0,0,0.499,463.5,5.55,9.79,0,,517.12,552.03,110318,3
2285,H032,singapore, midscale ,3,Single,4,Online,Yes,Card,18.0,19,2024-06-01,6,1,0,0.98,226.78,2.75,8.09,0,61.0,241.46,1070.85,72635,4
266,H063, UK ,economy,2,Single,4,Online,Yes,Card,29.0,19,2025-07-30,7,0,0,0.705,113.33,4.2,8.52,0,65.1,119.87,546.24,3613,4
2947,H002,Vietnam,Economy,1,Single,3,Online,No,Card,41.0,34,2024-07-13,7,1,0,0.8,89.7,4.64,5.52,0,49.3,92.84,369.79,86407,4
3047,H025,Indonesia, upscale ,3,single,1,Online,No,Card,39.0,50,2024-09-06,9,0,0,0.678,223.83,1.98,8.27,0,44.7,215.92,330.28,63832,3
4208,H036,USA,economy,2,Suite,3,Corporate,Yes,CASH,18.0,12,2024-09-28,9,1,0,0.839,149.94,2.2,7.83,0,43.3,177.88,590.81,116468,5
4619,H057,Germany,midscale,3,Double,3,Online,Yes,Online,18.0,64,2022-12-03,12,1,0,0.62,304.47,4.91,7.8,0,53.7,279.26,950.26,76065,4
1141,H054,Thailand,upscale,4,Single,3,online,Yes,Card,38.0,79,2022-01-16,1,1,0,0.82,457.0,3.26,,0,54.3,405.37,1295.92,118447,5
2032,H061,USA,upscale,5,Suite,2,Online, Yes ,Cash,19.0,56,2025-08-03,8,1,0,0.741,1064.95,3.96,9.8,0,62.3,1159.97,2405.22,15524,4
4530,H078,Singapore,economy,1,Single,2,Online,YES,Card,53.0,47,2024-11-02,11,1,0,0.759,74.97,1.55,5.89,0,53.4,77.89,243.95,63454,3
822,H041,Indonesia,upscale,4,Double,1,Online,Yes,Cash,47.0,18,2022-08-05,8,0,0,0.645,516.1,3.2,9.8,0,29.0,459.57,523.31,37139,3
1429,H021,Vietnam,upscale,4,Single,2,Online,No, Card ,24.0,59,2022-05-22,5,1,1,,402.82,9.56,9.05,1,48.0,440.44,935.83,107853,5
1192,H060,Singapore,midscale,4,suite,2,Online,Yes, Card ,40.0,23,2024-09-15,9,1,0,0.616,518.01,6.81,,0,42.2,556.43,1153.0,5042,5
4403,H052,Singapore, upscale ,5,Suite,4,Corporate,NO,CARD,,0,2023-11-09,11,0,0,0.59,684.36,4.35,9.8,0,44.7,848.04,3440.72,47561,4
2972,H004,USA,economy,3,Single,2,Online,No, Online ,41.0,17,2022-10-24,10,0,0,0.669,142.19,6.02,7.45,0,45.1,142.15,323.9,64133,5
4324,H011,Malaysia,upscale,4,Single,5,Corporate,Yes,Online,45.0,21,2025-06-06,6,0,0,0.791,388.47,2.74,8.96,0,58.7,439.75,2244.16,15479,3
1726,H080,USA,upscale,3,Suite,3,Corporate,NO,Card,25.0,15,2024-04-21,4,1,0,0.792,375.5,3.68,8.48,0,51.1,391.69,1267.15,31307,3
2583,H015,Philippines,ECONOMY,1,Double,2,Corporate,Yes,Card,29.0,5,2022-04-16,4,1,0,0.846,76.01,2.8,8.48,0,57.3,95.43,271.24,66755,5
1225,H032,Singapore, Midscale ,3,Suite,1,ONLINE,Yes,Cash,47.0,65,2024-09-16,9,0,1,0.73,288.24,2.75,9.26,0,53.5,330.01,382.69,27764,5
5758,H065,Vietnam,luxury,4, Double ,3,Corporate,Yes,Card,39.0,8,2023-10-11,10,0,0,0.669,632.14,4.96,9.8,0,71.7,546.08,1666.33,47225,5
3417,H039,Malaysia,upscale,4,Double,1,Corporate,Yes,Online,49.0,14,2023-09-27,9,0,0,0.895,399.74,6.99,8.71,0,54.4,450.35,485.21,111335,4
842,H038,Malaysia,Economy,3,Double,1,Online,Yes,Card,28.0,16,2024-09-19,9,0,1,0.538,178.37,3.85,7.8,1,31.6,172.91,292.39,40074,5
1476,H060,Singapore,MIDSCALE,4,Double,3,Online,Yes,Card,48.0,10,2024-10-25,10,0,0,0.679,378.28,6.81,9.8,0,46.0,385.58,1270.03,112113,4
5485,H064,,luxury,5,Single,1,Online,Yes,Card,36.0,31,2023-05-08,5,0,0,0.818,873.98,3.13,9.41,0,53.4,854.02,906.95,36631,4
5083,H036,USA,Economy,2,Double,2,Corporate,Yes,Card,41.0,24,2025-09-24,9,0,0,0.9,129.18,2.2,8.12,0,53.5,125.04,292.06,68680,4
2352,H014,Indonesia,luxury,4,Suite,3,Travel Agent,Yes, Card ,21.0,34,2022-06-19,6,1,0,0.552,683.77,2.97,9.08,0,55.2,717.81,2219.95,91251,2
1131,H077,Indonesia,upscale,4,Double,2,Online, Yes ,Online,46.0,37,2022-02-01,2,0,0,0.675,406.99,5.3,8.16,0,42.0,437.55,961.69,104772,4
176,H009, USA ,midscale,3,Double,4, Online ,Yes,Cash,18.0,33,2023-05-05,5,0,0,0.585,228.3,3.14,9.2,1,31.6,234.42,1011.1,26727,5
3785,H055,UK,midscale,4,Double,4,Online,No,Cash,31.0,25,2022-08-04,8,0,0,0.73,373.28,1.31,9.25,0,54.8,384.29,1593.17,50238,5
80,H011,Malaysia,Upscale,4,Double,2,TRAVEL AGENT,Yes,Cash,39.0,45,2025-05-29,5,0,0,0.607,449.93,2.74,9.2,1,44.5,402.78,903.36,95047,2
4009,H041,,upscale,4,Single,3,Corporate,No,Card,27.0,5,2022-04-22,4,0,0,0.838,313.91,3.2,8.98,0,43.3,353.15,1123.99,53195,4
2001,H022,India,upscale,3,Suite,4,Online,no,Card,41.0,7,2024-12-08,12,1,0,0.652,447.22,6.39,8.36,1,59.7,482.13,2031.26,64221,3
3157,H073,India,economy,1, Double ,3,Travel Agent,Yes,Card,34.0,0,2022-02-11,2,0,1,0.696,99.51,3.01,6.45,0,31.4,93.24,371.23,110548,4
2831,H059,Malaysia,midscale,3, Double ,1,Corporate,Yes,Card,32.0,7,2022-09-10,9,1,0,0.733,258.01,2.11,9.29,0,52.7,275.23,332.7,93678,4
1943,H010,Germany,midscale,3,Single,3,Online,Yes,CARD,29.0,30,2024-03-17,3,1,0,0.811,206.17,2.52,8.83,1,43.7,222.71,758.76,98224,4
4684,H072,USA,upscale,4,DOUBLE,2,Online,No,Card,33.0,69,2023-04-02,4,1,0,0.869,429.52,6.78,9.37,0,41.2,477.22,1005.75,46730,4
4551,H042,India,upscale,3,Single,3, Online ,No,Card,40.0,23,2025-08-26,8,0,0,0.682,281.03,3.88,9.24,0,66.3,288.96,973.52,111683,3
5778,H019,USA,economy,1,Suite,2,Online,No,CARD,25.0,7,2025-05-28,5,0,0,0.74,100.04,3.54,8.62,0,58.3,117.39,349.13,34664,5
3889,H039,Malaysia,upscale,4,SINGLE,2,Travel Agent,No,Card,33.0,0,2024-12-31,12,0,0,0.773,428.35,6.99,8.15,0,62.8,476.17,1027.62,64443,3
820,H024,Singapore,economy,3,Single,3,travel agent,No,Card,52.0,39,2025-01-25,1,1,0,0.855,187.14,5.76,9.04,0,50.7,213.84,659.76,5823,5
6006,H074,Malaysia,economy,1,Double,5,Online,Yes,Cash,47.0,21,2023-01-24,1,0,0,0.734,87.47,5.85,5.51,0,62.9,94.5,566.6,56531,4
2370,H010,Germany,midscale,3,Single,5,Online, No ,Online,24.0,39,2025-07-06,7,1,0,0.611,242.24,2.52,9.05,0,54.8,248.04,1258.68,87958,4
1351,H035,UK,economy,2,Single,2,WALK-IN,,Online,52.0,73,2025-05-26,5,0,0,0.686,101.51,6.36,7.06,0,57.6,102.97,318.33,88499,5
841,H030,Philippines,economy,3,Single,1,ONLINE,No,Card,,57,2023-10-26,10,0,1,0.771,184.24,5.78,7.53,0,40.6,179.74,229.16,54797,5
3398,H021,Vietnam,upscale,4,Double,1,Corporate,Yes,Card,,11,2025-06-23,6,0,1,0.658,493.41,58.87097726343576,8.55,0,60.0,506.85,612.27,16593,5
2551,H019,USA,economy,1,Single,3,Online,No,Card,29.0,45,2025-08-31,8,1,0,0.831,83.5,3.54,6.23,0,74.0,91.2,342.42,43033,5
1857,H073,india,economy,1,Double,3,Online,Yes,Card,37.0,12,2023-01-14,1,1,1,0.702,94.82,3.01,5.58,0,39.3,96.67,322.1,34433,4
3095,H015,Philippines,economy,1,Single,3,Online, No ,Card,20.0,0,2023-08-11,8,0,0,0.68,84.69,2.8,7.35,0,71.7,78.44,253.03,87953,5
4977,H045,Germany,economy,3,Suite,1,Online,,Card,65.0,9,2023-05-10,5,0,0,0.609,229.97,2.93,8.99,1,48.6,221.03,338.65,32564,4
3812,H054,Thailand,upscale,4,Double,3,Corporate,No,Card,32.0,7,2022-06-28,6,0,0,0.695,418.85,3.26,9.13,1,41.6,442.41,1346.44,74094,4
5030,H030,Philippines,economy,3,Single,3,Travel Agent, Yes ,Online,35.0,9,2022-04-16,4,1,0,0.586,161.77,5.78,8.61,0,32.2,163.32,546.06,7979,4
3949,H022,India,upscale,3,Single,1,Corporate,No,Card,75.0,1,2022-07-05,7,0,0,0.738,278.2,6.39,8.78,0,63.6,261.59,338.41,62373,3
2698,H022,India,upscale,3,Single,2,Travel Agent,No,Online,36.0,63,2022-04-18,4,0,0,0.821,268.92,6.39,9.68,1,47.6,216.23,447.97,86972,5
2235,H035,UK,economy,2,Single,2,Online,Yes,Card,29.0,50,2024-11-02,11,1,0,0.777,114.38,6.36,8.39,0,58.2,120.83,300.46,78290,3
629,H073,India,economy,1,Double,1,Online,Yes,Online,40.0,14,2025-02-12,2,0,1,0.748,82.7,3.01,5.73,0,44.8,91.27,151.84,48526,5
3769,H029,Philippines,economy,1,Double,2,Walk-in,Yes,Card,38.0,52,2024-04-25,4,0,0,0.664,74.44,5.16,7.02,0,56.3,80.29,217.33,183,4
3908,H046,Thailand,economy,3,Single,3,Walk-in,Yes,Card,43.0,11,2025-04-20,4,1,0,0.686,194.14,1.01,9.13,0,42.5,176.79,585.66,64776,3
2740,H005,Uk,economy,1,Suite,2,Walk-in,Yes,Card,29.0,58,2023-04-25,4,0,0,0.929,101.64,2.84,6.09,0,66.5,120.56,314.6,16485,3
6017,H062,Philippines,economy,2,Single,3,Online, Yes ,Card,36.0,46,2023-11-12,11,1,0,0.771,137.57,0.65,7.97,0,67.5,133.19,510.17,9136,3
3953,H072,usa,upscale,4,Single,1,Online,NO,Card,57.0,0,2022-02-05,2,1,0,0.728,437.54,6.78,9.66,0,46.7,429.32,445.31,111311,5
3132,H014,Indonesia,luxury,4,Double,4,Corporate,Yes,Card,47.0,15,2024-12-11,12,0,1,0.611,569.54,2.97,9.23,0,60.2,641.21,2605.66,38299,5
1957,H053,Singapore,economy,2,Double,3,TRAVEL AGENT,Yes,Card,43.0,0,2024-07-20,7,1,0,0.824,133.23,3.49,7.99,0,77.8,168.38,544.33,56120,3
1279,H061,USA,upscale,5,DOUBLE,2,Online,Yes,Card,34.0,0,2022-11-15,11,0,0,0.883,641.0,3.96,8.73,0,56.3,666.53,1434.6,43273,3
2000,H037,,Upscale,5,Double,1,Travel Agent,Yes,online,34.0,50,2024-03-14,3,0,0,0.746,588.84,1.92,9.8,1,45.0,632.75,649.85,11324,4
5205,H047,USA,Midscale,3,Double,2,Travel Agent,Yes,Card,38.0,26,2023-07-07,7,0,0,0.744,222.52,3.58,8.53,0,55.5,262.4,550.87,74055,5
2076,H024,Singapore,economy,3,Single,2,Walk-in,,Cash,32.0,34,2023-05-05,5,0,0,0.71,143.3,5.76,8.13,0,47.6,154.97,327.04,106047,2
4242,H038, Malaysia ,economy,3,Single,3,Online,YES,Card,18.0,17,2023-05-10,5,0,0,0.681,131.64,3.85,7.76,0,39.5,157.07,586.28,115345,3
2678,H030,Philippines,economy,3,Double,1,Travel Agent,Yes,Card,31.0,64,2023-09-20,9,0,0,0.754,170.86,5.78,7.52,0,58.9,191.79,277.7,105742,4
3212,H062,Philippines,economy,2,Double,2,Online,No,Card,18.0,19,2024-06-16,6,1,0,0.618,146.25,0.65,8.29,1,56.0,134.41,382.26,70355,4
1689,H007,USA,Midscale,3,Double,2,Online,Yes,Online,35.0,35,2022-03-29,3,0,0,0.635,226.51,1.23,7.31,0,48.8,197.75,480.4,53897,4
557,H079,Germany,upscale,4,Double,1,Online,Yes,Card,50.0,53,2025-03-19,3,0,0,0.656,444.62,5.24,8.62,0,48.5,463.15,556.67,101034,3
3470,H023, Philippines ,midscale,4,double,2, Walk-in ,No,Online,23.0,17,2023-06-16,6,0,0,0.685,375.06,4.44,9.68,0,67.9,399.33,867.38,106629,4
2342,H002,Vietnam,economy,1,Double,3,Travel Agent,Yes,Card,,76,2024-02-25,2,1,1,0.762,99.82,4.64,7.37,0,49.5,103.33,393.25,92912,4
952,H022,India,upscale,3,Single,1,Walk-in, YES ,Online,33.0,26,2023-12-22,12,0,1,0.729,321.45,6.39,8.52,0,58.8,320.86,339.52,51550,4
3890,H020,UK,economy,2,Suite,1,Travel Agent,No,Online,53.0,30,2022-01-31,1,0,0,0.738,151.73,4.78,7.13,0,63.1,177.01,265.93,118306,3
4443,H014,Indonesia,LUXURY,4,Double,2,Walk-in, No ,Card,25.0,18,2024-01-31,1,0,0,0.492,625.18,2.97,9.8,0,51.1,598.59,1309.84,35247,4
1124,H073,India,economy,1,Single,3,Travel Agent,yes,Card,52.0,0,2024-09-13,9,0,0,0.758,70.0,3.01,7.25,0,42.1,70.0,259.57,107700,5
1216,H066,Thailand,midscale,3,Double,1,Travel Agent,No,Card,30.0,48,2022-05-20,5,0,0,0.756,204.48,3.48,8.73,0,38.4,240.43,343.46,93126,3
5471,H021,Vietnam,upscale,4,Single,4,WALK-IN,Yes,Online,,0,2023-02-09,2,0,0,0.703,396.73,9.56,9.4,0,47.6,420.37,1767.33,48067,4
1358,H020,UK,economy,2,Single,2,Online,No,Card,39.0,3,2022-11-16,11,0,0,0.803,118.31,4.78,7.46,0,68.1,120.51,259.41,73595,4
4491,H046,Thailand,economy,3,Single,1, Online ,Yes,Card,50.0,55,2024-10-24,10,0,0,0.749,149.86,1.01,8.53,0,37.4,156.43,222.25,49349,2
2074,H040,UK,ECONOMY,2,Single,3,Online,Yes,Card,33.0,32,2025-01-16,1,0,0,0.871,,4.68,6.83,0,46.9,100.76,355.31,85852,5
4093,H003,Thailand,midscale,2,Single,4,Online,Yes,Online,30.0,29,2024-02-24,2,1,0,0.759,157.46,4.56,8.47,0,42.1,164.58,704.55,19053,3
3978,H040,UK,economy,2,Single,4,Corporate,Yes,Card,37.0,10,2022-10-04,10,0,0,0.748,111.69,4.68,8.31,1,42.8,97.98,472.03,110883,5
3390,H046,Thailand,economy,3,Single,1,Online, Yes ,Card,,5,2022-02-13,2,1,0,0.694,205.77,1.01,8.35,0,49.2,191.69,271.58,63771,4
4710,H001,Singapore,economy,2,Single,4,Online,Yes,Card,22.0,54,2024-02-06,2,0,0,0.687,118.32,1.78,7.8,0,55.0,123.85,561.74,80272,4
3678,H071,Thailand,midscale,3,Suite,2,Online,Yes, Online ,49.0,30,2022-06-23,6,0,0,0.722,284.56,6.81,7.46,0,55.0,318.53,667.5,18415,4
1313,H024,Singapore,economy,3,Single,2,Corporate,No,Online,41.0,1,2022-09-12,9,0,0,0.695,,5.76,7.83,0,49.3,161.79,399.0,21012,4
4466,H028,Germany,midscale,3,DOUBLE,5,ONLINE,No,Card,34.0,0,2024-11-20,11,0,0,0.647,,2.24,8.52,0,67.5,,1229.19,55229,4
752,H001,Singapore,economy,2,Single,1,Online,Yes,Card,40.0,45,2023-11-17,11,0,0,0.666,114.17,1.78,7.74,0,52.5,106.73,207.04,81696,5
865,H048,India,midscale,3,Double,3,Online,Yes,CARD,42.0,0,2023-07-16,7,1,0,0.801,291.55,3.15,7.79,0,78.6,319.98,1054.06,20997,5
4065,H075,Philippines,upscale,3, Double ,3,walk-in,Yes,Online,42.0,22,2024-02-24,2,1,0,0.769,304.61,7.41,8.63,0,61.1,317.34,998.07,79335,3
2810,H066,,MIDSCALE,3,Single,2,Travel Agent,Yes,Online,38.0,46,2022-05-06,5,0,0,0.518,209.32,3.48,8.31,0,58.9,189.52,486.02,20665,4
201,H078,Singapore,ECONOMY,1,SINGLE,1,Travel Agent,Yes,Card,51.0,22,2022-11-20,11,1,0,0.729,79.62,1.55,8.55,0,57.6,89.02,114.26,1562,4
563,H057,Germany,midscale,3,Double,3,Online,yes,Card,40.0,28,2025-07-17,7,0,0,0.801,223.07,4.91,7.35,0,53.6,277.24,927.05,73753,4
3316,H014,Indonesia,luxury,4,Single,3, Online ,Yes,Card,35.0,36,2024-06-19,6,0,0,0.721,517.59,2.97,9.8,0,65.8,565.14,1712.66,117165,5
3048,H055,UK,midscale,4,Single,3,Travel Agent,No, Online ,19.0,94,2024-02-08,2,0,0,0.722,432.81,1.31,,0,62.8,373.64,1158.21,45892,4
3304,H047,USA,midscale,3,Single,4,Online,Yes,online,52.0,44,2023-01-04,1,0,0,0.624,241.1,3.58,9.28,0,51.4,231.37,965.88,105519,3
4993,H018,Malaysia,midscale,3,single,1,Walk-in,Yes,Card,,25,2024-02-01,2,0,1,0.649,233.19,3.68,7.38,0,59.3,219.33,333.29,31665,3
1907,H065,Vietnam,luxury,4,Suite,1,Corporate,Yes,Card,48.0,9,2024-11-03,11,1,0,0.738,733.63,4.96,9.49,0,45.9,910.37,954.26,20217,3
202,H040,UK,economy,2,Single,2,Walk-in,No,Card,48.0,12,2023-11-17,11,0,0,0.604,116.38,4.68,8.11,0,64.9,116.92,320.0,111399,5
1028,H035,Uk,economy,2,Double,3,Online,No,Online,19.0,27,2023-11-07,11,0,0,0.798,123.47,6.36,7.0,0,52.8,129.6,443.07,87509,2
